library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,mod1_degree,mod1_inv_degree,log_message_ratio,ephemeral_secret_weight,in_scale_log2,ok,fail_reason
openfhe,16,32768,58,55,5,21,4,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,20,3,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,18,2,2,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,16,1,1,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,22,4,4,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,3,4,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,4,3,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,20,3,3,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,18,2,2,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,16,1,1,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,22,4,4,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,3,4,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,4,3,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,20,3,3,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,18,2,2,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,16,1,1,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,22,4,4,14,512,27,1488,5,300,1788,5,278,300,578,6,279,-41,,,3,,55,0,logQP_boot 1788 > 1747
openfhe,16,32768,58,55,5,21,3,4,14,512,27,1488,5,300,1788,6,333,300,633,6,279,-41,,,3,,55,0,logQP_boot 1788 > 1747
openfhe,16,32768,58,55,5,21,4,3,14,512,27,1488,5,300,1788,6,333,300,633,6,279,-41,,,3,,55,0,logQP_boot 1788 > 1747
openfhe,16,32768,58,55,6,20,3,3,14,512,27,1488,5,300,1788,7,388,300,688,6,279,-41,,,3,,55,0,logQP_boot 1788 > 1747
openfhe,16,32768,58,55,8,18,2,2,14,512,27,1488,5,300,1788,9,498,300,798,6,279,-41,,,3,,55,0,logQP_boot 1788 > 1747
openfhe,16,32768,58,55,10,16,1,1,14,512,27,1488,5,300,1788,11,608,300,908,6,279,-41,,,3,,55,0,logQP_boot 1788 > 1747
openfhe,16,32768,58,55,4,22,4,4,14,512,27,1488,4,240,1728,5,278,240,518,7,223,19,,,3,,55,1,
openfhe,16,32768,58,55,5,21,3,4,14,512,27,1488,4,240,1728,6,333,240,573,7,223,19,,,3,,55,1,
openfhe,16,32768,58,55,5,21,4,3,14,512,27,1488,4,240,1728,6,333,240,573,7,223,19,,,3,,55,1,
openfhe,16,32768,58,55,6,20,3,3,14,512,27,1488,4,240,1728,7,388,240,628,7,223,19,,,3,,55,1,
openfhe,16,32768,58,55,8,18,2,2,14,512,27,1488,4,240,1728,9,498,240,738,7,223,19,,,3,,55,1,
openfhe,16,32768,58,55,10,16,1,1,14,512,27,1488,4,240,1728,11,608,240,848,7,223,19,,,3,,55,1,
openfhe,16,32768,58,55,4,22,4,4,14,512,27,1488,3,180,1668,5,278,180,458,9,168,79,,,3,,55,1,
openfhe,16,32768,58,55,5,21,3,4,14,512,27,1488,3,180,1668,6,333,180,513,9,168,79,,,3,,55,1,
openfhe,16,32768,58,55,5,21,4,3,14,512,27,1488,3,180,1668,6,333,180,513,9,168,79,,,3,,55,1,
openfhe,16,32768,58,55,6,20,3,3,14,512,27,1488,3,180,1668,7,388,180,568,9,168,79,,,3,,55,1,
openfhe,16,32768,58,55,8,18,2,2,14,512,27,1488,3,180,1668,9,498,180,678,9,168,79,,,3,,55,1,
openfhe,16,32768,58,55,10,16,1,1,14,512,27,1488,3,180,1668,11,608,180,788,9,168,79,,,3,,55,1,
openfhe,16,32768,58,55,4,22,4,4,14,512,27,1488,2,120,1608,5,278,120,398,14,113,139,,,3,,55,1,
openfhe,16,32768,58,55,5,21,3,4,14,512,27,1488,2,120,1608,6,333,120,453,14,113,139,,,3,,55,1,
openfhe,16,32768,58,55,5,21,4,3,14,512,27,1488,2,120,1608,6,333,120,453,14,113,139,,,3,,55,1,
openfhe,16,32768,58,55,6,20,3,3,14,512,27,1488,2,120,1608,7,388,120,508,14,113,139,,,3,,55,1,
openfhe,16,32768,58,55,8,18,2,2,14,512,27,1488,2,120,1608,9,498,120,618,14,113,139,,,3,,55,1,
openfhe,16,32768,58,55,10,16,1,1,14,512,27,1488,2,120,1608,11,608,120,728,14,113,139,,,3,,55,1,
openfhe,16,32768,58,55,4,22,4,4,14,512,27,1488,1,60,1548,5,278,60,338,27,58,199,,,3,,55,1,
openfhe,16,32768,58,55,5,21,3,4,14,512,27,1488,1,60,1548,6,333,60,393,27,58,199,,,3,,55,1,
openfhe,16,32768,58,55,5,21,4,3,14,512,27,1488,1,60,1548,6,333,60,393,27,58,199,,,3,,55,1,
openfhe,16,32768,58,55,6,20,3,3,14,512,27,1488,1,60,1548,7,388,60,448,27,58,199,,,3,,55,1,
openfhe,16,32768,58,55,8,18,2,2,14,512,27,1488,1,60,1548,9,498,60,558,27,58,199,,,3,,55,1,
openfhe,16,32768,58,55,10,16,1,1,14,512,27,1488,1,60,1548,11,608,60,668,27,58,199,,,3,,55,1,
openfhe,16,32768,58,55,5,22,4,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,3,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,4,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,20,3,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,18,2,2,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,11,16,1,1,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 1560 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,22,4,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,3,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,4,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,20,3,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,18,2,2,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,11,16,1,1,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,22,4,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,3,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,4,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,20,3,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,18,2,2,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,11,16,1,1,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,22,4,4,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,3,4,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,4,3,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,20,3,3,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,18,2,2,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,11,16,1,1,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,22,4,4,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,3,4,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,4,3,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,20,3,3,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,18,2,2,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,11,16,1,1,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,22,4,4,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,3,4,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,21,4,3,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,20,3,3,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,18,2,2,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,11,16,1,1,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1543 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,22,4,4,14,512,28,1543,4,240,1783,6,333,240,573,7,224,-36,,,3,,55,0,logQP_boot 1783 > 1747
openfhe,16,32768,58,55,6,21,3,4,14,512,28,1543,4,240,1783,7,388,240,628,7,224,-36,,,3,,55,0,logQP_boot 1783 > 1747
openfhe,16,32768,58,55,6,21,4,3,14,512,28,1543,4,240,1783,7,388,240,628,7,224,-36,,,3,,55,0,logQP_boot 1783 > 1747
openfhe,16,32768,58,55,7,20,3,3,14,512,28,1543,4,240,1783,8,443,240,683,7,224,-36,,,3,,55,0,logQP_boot 1783 > 1747
openfhe,16,32768,58,55,9,18,2,2,14,512,28,1543,4,240,1783,10,553,240,793,7,224,-36,,,3,,55,0,logQP_boot 1783 > 1747
openfhe,16,32768,58,55,11,16,1,1,14,512,28,1543,4,240,1783,12,663,240,903,7,224,-36,,,3,,55,0,logQP_boot 1783 > 1747
openfhe,16,32768,58,55,5,22,4,4,14,512,28,1543,3,180,1723,6,333,180,513,10,169,24,,,3,,55,1,
openfhe,16,32768,58,55,6,21,3,4,14,512,28,1543,3,180,1723,7,388,180,568,10,169,24,,,3,,55,1,
openfhe,16,32768,58,55,6,21,4,3,14,512,28,1543,3,180,1723,7,388,180,568,10,169,24,,,3,,55,1,
openfhe,16,32768,58,55,7,20,3,3,14,512,28,1543,3,180,1723,8,443,180,623,10,169,24,,,3,,55,1,
openfhe,16,32768,58,55,9,18,2,2,14,512,28,1543,3,180,1723,10,553,180,733,10,169,24,,,3,,55,1,
openfhe,16,32768,58,55,11,16,1,1,14,512,28,1543,3,180,1723,12,663,180,843,10,169,24,,,3,,55,1,
openfhe,16,32768,58,55,5,22,4,4,14,512,28,1543,2,120,1663,6,333,120,453,14,114,84,,,3,,55,1,
openfhe,16,32768,58,55,6,21,3,4,14,512,28,1543,2,120,1663,7,388,120,508,14,114,84,,,3,,55,1,
openfhe,16,32768,58,55,6,21,4,3,14,512,28,1543,2,120,1663,7,388,120,508,14,114,84,,,3,,55,1,
openfhe,16,32768,58,55,7,20,3,3,14,512,28,1543,2,120,1663,8,443,120,563,14,114,84,,,3,,55,1,
openfhe,16,32768,58,55,9,18,2,2,14,512,28,1543,2,120,1663,10,553,120,673,14,114,84,,,3,,55,1,
openfhe,16,32768,58,55,11,16,1,1,14,512,28,1543,2,120,1663,12,663,120,783,14,114,84,,,3,,55,1,
openfhe,16,32768,58,55,5,22,4,4,14,512,28,1543,1,60,1603,6,333,60,393,28,58,144,,,3,,55,1,
openfhe,16,32768,58,55,6,21,3,4,14,512,28,1543,1,60,1603,7,388,60,448,28,58,144,,,3,,55,1,
openfhe,16,32768,58,55,6,21,4,3,14,512,28,1543,1,60,1603,7,388,60,448,28,58,144,,,3,,55,1,
openfhe,16,32768,58,55,7,20,3,3,14,512,28,1543,1,60,1603,8,443,60,503,28,58,144,,,3,,55,1,
openfhe,16,32768,58,55,9,18,2,2,14,512,28,1543,1,60,1603,10,553,60,613,28,58,144,,,3,,55,1,
openfhe,16,32768,58,55,11,16,1,1,14,512,28,1543,1,60,1603,12,663,60,723,28,58,144,,,3,,55,1,
openfhe,16,32768,58,55,6,22,4,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,3,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,4,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,20,3,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,18,2,2,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,12,16,1,1,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,22,4,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,3,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,4,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,20,3,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,18,2,2,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,12,16,1,1,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,22,4,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,3,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,4,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,20,3,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,18,2,2,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,12,16,1,1,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,22,4,4,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,3,4,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,4,3,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,20,3,3,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,18,2,2,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,12,16,1,1,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,22,4,4,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,3,4,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,4,3,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,20,3,3,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,18,2,2,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,12,16,1,1,14,512,,,,,,,,,,5,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,22,4,4,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,3,4,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,4,3,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,20,3,3,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,18,2,2,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,12,16,1,1,14,512,,,,,,,,,,6,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,22,4,4,14,512,,,,,,,,,,8,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,3,4,14,512,,,,,,,,,,8,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,21,4,3,14,512,,,,,,,,,,8,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,20,3,3,14,512,,,,,,,,,,8,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,18,2,2,14,512,,,,,,,,,,8,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,12,16,1,1,14,512,,,,,,,,,,8,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1598 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,22,4,4,14,512,29,1598,3,180,1778,7,388,180,568,10,168,-31,,,3,,55,0,logQP_boot 1778 > 1747
openfhe,16,32768,58,55,7,21,3,4,14,512,29,1598,3,180,1778,8,443,180,623,10,168,-31,,,3,,55,0,logQP_boot 1778 > 1747
openfhe,16,32768,58,55,7,21,4,3,14,512,29,1598,3,180,1778,8,443,180,623,10,168,-31,,,3,,55,0,logQP_boot 1778 > 1747
openfhe,16,32768,58,55,8,20,3,3,14,512,29,1598,3,180,1778,9,498,180,678,10,168,-31,,,3,,55,0,logQP_boot 1778 > 1747
openfhe,16,32768,58,55,10,18,2,2,14,512,29,1598,3,180,1778,11,608,180,788,10,168,-31,,,3,,55,0,logQP_boot 1778 > 1747
openfhe,16,32768,58,55,12,16,1,1,14,512,29,1598,3,180,1778,13,718,180,898,10,168,-31,,,3,,55,0,logQP_boot 1778 > 1747
openfhe,16,32768,58,55,6,22,4,4,14,512,29,1598,2,120,1718,7,388,120,508,15,113,29,,,3,,55,1,
openfhe,16,32768,58,55,7,21,3,4,14,512,29,1598,2,120,1718,8,443,120,563,15,113,29,,,3,,55,1,
openfhe,16,32768,58,55,7,21,4,3,14,512,29,1598,2,120,1718,8,443,120,563,15,113,29,,,3,,55,1,
